case_id,db_id,variant,question,search_expressions,mode,expected_tables,retrieved_tables_top5,table_recall_at_5,expected_columns,retrieved_columns_top10,column_recall_at_10,actual_sql,used_tables,used_columns,sql_uses_expected_tables,sql_uses_expected_columns,query_execution_success,task_solved,latency_ms,retrieval_latency_ms,embedding_build_time_ms,vector_available,step_count,db_search_call_count,failure_class,failure_reason
spider_wta_1_133,wta_1,vector,find the number of distinct country codes of all players.,"[""country code"", ""player country"", ""distinct countries"", ""player nationality""]",ai-assisted-retrieval,"[""players""]","[""players"", ""rankings""]",True,"[""players.country_code""]","[""players.country_code"", ""players.birth_date"", ""players.last_name"", ""matches.match_num"", ""players.first_name"", ""rankings.player_id"", ""matches.year"", ""matches.draw_size""]",True,,[],[],False,False,False,False,2804,2808.443,25.654,True,7,4,none,
spider_wta_1_134,wta_1,vector,How many distinct countries do players come from?,"[""countries"", ""player country"", ""distinct countries"", ""players origin""]",ai-assisted-retrieval,"[""players""]","[""players""]",True,"[""players.country_code""]","[""players.country_code"", ""players.birth_date"", ""players.last_name"", ""players.first_name"", ""players.player_id"", ""matches.year"", ""matches.match_num"", ""rankings.player_id""]",True,,[],[],False,False,False,False,2884,2890.453,28.993,True,7,4,none,
spider_wta_1_135,wta_1,vector,Find the number of distinct name of losers.,"[""loser"", ""name"", ""distinct"", ""player""]",ai-assisted-retrieval,"[""matches""]","[""matches""]",True,"[""matches.loser_name""]","[""matches.loser_entry"", ""matches.loser_ht"", ""matches.loser_name"", ""matches.winner_ioc"", ""matches.loser_age"", ""matches.winner_ht"", ""matches.loser_ioc"", ""matches.loser_seed"", ""matches.winner_entry"", ""matches.winner_age""]",True,,[],[],False,False,False,False,2882,2887.227,29.035,True,7,4,none,
spider_battle_death_136,battle_death,vector,How many ships ended up being 'Captured'?,"[""Captured"", ""ships"", ""outcome"", ""status""]",ai-assisted-retrieval,"[""ship""]","[""ship"", ""death"", ""battle""]",True,"[""ship.disposition_of_ship""]","[""ship.lost_in_battle"", ""ship.disposition_of_ship"", ""death.injured"", ""battle.result"", ""death.note"", ""death.killed"", ""battle.latin_commander""]",True,,[],[],False,False,False,False,3033,3036.384,19.579,True,7,4,none,
spider_battle_death_137,battle_death,vector,List the name and tonnage ordered by in descending alphaetical order for the names.,"[""name tonnage"", ""ship name tonnage"", ""name DESC"", ""vessel tonnage""]",ai-assisted-retrieval,"[""ship""]","[""ship""]",True,"[""ship.name"", ""ship.tonnage""]","[""ship.tonnage"", ""ship.disposition_of_ship"", ""ship.name"", ""ship.ship_type"", ""ship.lost_in_battle"", ""battle.latin_commander"", ""battle.name"", ""ship.id""]",True,,[],[],False,False,False,False,3026,3028.429,19.021,True,7,4,none,
spider_battle_death_138,battle_death,vector,"List the name, date and result of each battle.","[""battle name date result"", ""battles table columns"", ""battle_name battle_date battle_result"", ""battle info""]",ai-assisted-retrieval,"[""battle""]","[""battle""]",True,"[""battle.date"", ""battle.name""]","[""battle.date"", ""battle.result"", ""battle.id"", ""battle.name"", ""battle.bulgarian_commander"", ""battle.latin_commander"", ""ship.lost_in_battle"", ""death.killed""]",True,,[],[],False,False,False,False,2849,2853.462,16.755,True,7,4,none,
spider_battle_death_139,battle_death,vector,What is maximum and minimum death toll caused each time?,"[""death toll"", ""maximum minimum death"", ""death count"", ""casualties""]",ai-assisted-retrieval,"[""death""]","[""death""]",True,"[""death.killed""]","[""death.killed"", ""death.injured"", ""death.note"", ""death.id"", ""death.caused_by_ship_id"", ""ship.lost_in_battle"", ""ship.disposition_of_ship""]",True,,[],[],False,False,False,False,2656,2659.319,18.385,True,7,4,none,
spider_battle_death_140,battle_death,vector,What is the average number of injuries caused each time?,"[""average injuries"", ""injuries"", ""number of injuries"", ""avg injury""]",ai-assisted-retrieval,"[""death""]","[""death"", ""ship"", ""battle""]",True,"[""death.injured""]","[""death.injured"", ""ship.lost_in_battle"", ""battle.result"", ""death.caused_by_ship_id"", ""death.killed"", ""battle.id"", ""death.note"", ""battle.date""]",True,,[],[],False,False,False,False,2826,2830.218,17.592,True,7,4,none,
spider_battle_death_141,battle_death,vector,What are the death and injury situations caused by the ship with tonnage 't'?,"[""death injury ship tonnage"", ""ship tonnage death injury"", ""battle_death ship tonnage"", ""tonnage t death injury""]",ai-assisted-retrieval,"[""death"", ""ship""]","[""death"", ""ship""]",True,"[""death.caused_by_ship_id"", ""death.injured"", ""death.killed"", ""ship.id"", ""ship.tonnage""]","[""ship.tonnage"", ""death.caused_by_ship_id"", ""ship.lost_in_battle"", ""ship.disposition_of_ship"", ""death.injured"", ""ship.ship_type"", ""death.killed"", ""death.note""]",False,,[],[],False,False,False,False,2849,2852.052,16.167,True,7,4,retrieval_miss,task not solved
spider_battle_death_142,battle_death,vector,What are the name and results of the battles when the bulgarian commander is not 'Boril',"[""battles name results"", ""bulgarian commander Boril"", ""battle commander"", ""battle results""]",ai-assisted-retrieval,"[""battle""]","[""battle""]",True,"[""battle.bulgarian_commander"", ""battle.name"", ""battle.result""]","[""battle.latin_commander"", ""battle.bulgarian_commander"", ""battle.result"", ""battle.date"", ""battle.id"", ""ship.lost_in_battle"", ""battle.name"", ""death.killed""]",True,,[],[],False,False,False,False,3055,3057.278,19.62,True,7,4,none,
spider_battle_death_143,battle_death,vector,What are the different ids and names of the battles that lost any 'Brig' type shipes?,"[""battles"", ""ships"", ""Brig"", ""battle_id""]",ai-assisted-retrieval,"[""battle"", ""ship""]","[""ship"", ""battle""]",True,"[""battle.id"", ""battle.name"", ""ship.lost_in_battle"", ""ship.ship_type""]","[""ship.lost_in_battle"", ""battle.id"", ""battle.latin_commander"", ""battle.date"", ""battle.name"", ""ship.ship_type"", ""ship.tonnage""]",True,,[],[],False,False,False,False,2939,2941.551,15.193,True,7,4,none,
spider_battle_death_144,battle_death,vector,What are the ids and names of the battles that led to more than 10 people killed in total.,"[""battles"", ""killed"", ""total deaths"", ""battle_id name""]",ai-assisted-retrieval,"[""battle"", ""death"", ""ship""]","[""battle"", ""death"", ""ship""]",True,"[""battle.id"", ""battle.name"", ""death.caused_by_ship_id"", ""death.killed"", ""ship.id"", ""ship.lost_in_battle""]","[""death.killed"", ""ship.lost_in_battle"", ""battle.id"", ""battle.latin_commander"", ""battle.date"", ""death.injured"", ""death.note""]",False,,[],[],False,False,False,False,2887,2890.985,20.624,True,7,4,retrieval_miss,task not solved
spider_battle_death_145,battle_death,vector,What is the ship id and name that caused most total injuries?,"[""ship id"", ""ship name"", ""total injuries"", ""caused injuries""]",ai-assisted-retrieval,"[""death"", ""ship""]","[""death"", ""ship""]",True,"[""death.caused_by_ship_id"", ""ship.id"", ""ship.name""]","[""death.caused_by_ship_id"", ""ship.lost_in_battle"", ""death.injured"", ""ship.disposition_of_ship"", ""ship.ship_type"", ""ship.id"", ""ship.tonnage"", ""ship.location""]",False,,[],[],False,False,False,False,2769,2771.573,15.052,True,7,4,retrieval_miss,task not solved
spider_battle_death_146,battle_death,vector,What are the distinct battle names which are between bulgarian commander 'Kaloyan' and latin commander 'Baldwin I'?,"[""battle name"", ""commander"", ""Bulgarian"", ""Latin""]",ai-assisted-retrieval,"[""battle""]","[""battle"", ""ship""]",True,"[""battle.bulgarian_commander"", ""battle.latin_commander"", ""battle.name""]","[""battle.latin_commander"", ""battle.bulgarian_commander"", ""ship.lost_in_battle"", ""battle.date"", ""battle.name"", ""battle.id"", ""ship.tonnage"", ""battle.result""]",True,,[],[],False,False,False,False,2810,2813.893,18.492,True,7,4,none,
spider_battle_death_147,battle_death,vector,How many different results are there for the battles?,"[""battle result"", ""battles results count"", ""distinct battle outcomes"", ""battle outcome""]",ai-assisted-retrieval,"[""battle""]","[""battle"", ""ship""]",True,"[""battle.result""]","[""battle.result"", ""battle.date"", ""ship.lost_in_battle"", ""battle.id"", ""battle.latin_commander"", ""battle.name"", ""battle.bulgarian_commander""]",True,,[],[],False,False,False,False,2804,2807.03,14.781,True,7,4,none,
spider_battle_death_148,battle_death,vector,How many battles did not lose any ship with tonnage '225'?,"[""battles"", ""ships"", ""tonnage"", ""loss""]",ai-assisted-retrieval,"[""battle"", ""ship""]","[""ship"", ""death""]",False,[],"[""ship.lost_in_battle"", ""ship.disposition_of_ship"", ""ship.tonnage"", ""ship.ship_type"", ""death.injured"", ""battle.date"", ""battle.latin_commander"", ""death.killed""]",True,,[],[],False,True,False,False,2624,2627.533,15.87,True,7,4,retrieval_miss,missing expected tables in retrieval: battle
spider_battle_death_149,battle_death,vector,List the name and date the battle that has lost the ship named 'Lettice' and the ship named 'HMS Atalanta',"[""battle name date ship"", ""Lettice HMS Atalanta"", ""ship loss battle"", ""battle_ship""]",ai-assisted-retrieval,"[""battle"", ""ship""]","[""ship"", ""death""]",False,"[""battle.date"", ""battle.id"", ""battle.name"", ""ship.lost_in_battle"", ""ship.name""]","[""ship.lost_in_battle"", ""ship.disposition_of_ship"", ""ship.tonnage"", ""ship.ship_type"", ""ship.location"", ""ship.name"", ""death.caused_by_ship_id""]",False,,[],[],False,False,False,False,2810,2812.951,15.159,True,7,4,retrieval_miss,missing expected tables in retrieval: battle
spider_battle_death_150,battle_death,vector,"Show names, results and bulgarian commanders of the battles with no ships lost in the 'English Channel'.","[""battles names results commanders"", ""English Channel ships lost"", ""bulgarian commander"", ""battle death""]",ai-assisted-retrieval,"[""battle"", ""ship""]","[""battle"", ""death"", ""ship""]",True,"[""battle.bulgarian_commander"", ""battle.id"", ""battle.name"", ""battle.result"", ""ship.location"", ""ship.lost_in_battle""]","[""ship.lost_in_battle"", ""battle.bulgarian_commander"", ""battle.latin_commander"", ""death.killed"", ""battle.date"", ""ship.disposition_of_ship"", ""battle.result""]",False,,[],[],False,False,False,False,2873,2875.582,15.224,True,7,4,retrieval_miss,task not solved
spider_student_transcripts_tracking_151,student_transcripts_tracking,vector,what are all the addresses including line 1 and line 2?,"[""address"", ""address_line1 address_line2"", ""street address"", ""addr1 addr2""]",ai-assisted-retrieval,"[""addresses""]","[""addresses""]",True,"[""addresses.line_1"", ""addresses.line_2""]","[""addresses.other_address_details"", ""addresses.line_1"", ""addresses.line_2"", ""addresses.address_id"", ""addresses.zip_postcode"", ""addresses.line_3"", ""students.current_address_id"", ""students.permanent_address_id"", ""addresses.state_province_county""]",True,,[],[],False,False,False,False,2854,2861.686,36.103,True,7,4,none,
spider_student_transcripts_tracking_152,student_transcripts_tracking,vector,What is the first and second line for all addresses?,"[""address line"", ""first line address"", ""second line address"", ""addr1 addr2""]",ai-assisted-retrieval,"[""addresses""]","[""addresses""]",True,"[""addresses.line_1"", ""addresses.line_2""]","[""addresses.line_2"", ""addresses.line_1"", ""addresses.line_3"", ""addresses.other_address_details"", ""addresses.address_id"", ""addresses.zip_postcode"", ""students.current_address_id"", ""students.permanent_address_id"", ""addresses.city""]",True,,[],[],False,False,False,False,2867,2874.893,36.686,True,7,4,none,
spider_student_transcripts_tracking_153,student_transcripts_tracking,vector,How many courses in total are listed?,"[""courses"", ""course count"", ""total courses"", ""course list""]",ai-assisted-retrieval,"[""courses""]","[""sections"", ""courses"", ""transcript_contents"", ""student_enrolment_courses""]",True,[],"[""courses.course_id"", ""student_enrolment_courses.course_id"", ""courses.other_details"", ""courses.course_description"", ""courses.course_name"", ""transcript_contents.student_course_id""]",True,,[],[],False,True,False,False,2814,2820.874,35.372,True,7,4,none,
spider_student_transcripts_tracking_154,student_transcripts_tracking,vector,How many courses are there?,"[""courses"", ""course count"", ""num_courses"", ""course_id""]",ai-assisted-retrieval,"[""courses""]","[""sections"", ""courses"", ""transcript_contents""]",True,[],"[""courses.course_id"", ""courses.other_details"", ""student_enrolment_courses.course_id"", ""transcript_contents.student_course_id"", ""student_enrolment_courses.student_course_id""]",True,,[],[],False,True,False,False,2850,2855.943,34.064,True,7,4,none,
spider_student_transcripts_tracking_155,student_transcripts_tracking,vector,How is the math course described?,"[""math course description"", ""course math"", ""course_description"", ""math_course""]",ai-assisted-retrieval,"[""courses""]","[""courses"", ""sections"", ""transcript_contents""]",True,"[""courses.course_description"", ""courses.course_name""]","[""courses.course_description"", ""transcript_contents.student_course_id"", ""courses.course_id"", ""courses.other_details"", ""student_enrolment_courses.course_id"", ""student_enrolment_courses.student_course_id""]",False,,[],[],False,False,False,False,2848,2854.484,34.897,True,7,4,retrieval_miss,task not solved
spider_student_transcripts_tracking_156,student_transcripts_tracking,vector,What are the descriptions for all the math courses?,"[""math courses"", ""course description"", ""math course description"", ""courses subject math""]",ai-assisted-retrieval,"[""courses""]","[""courses"", ""sections"", ""transcript_contents""]",True,"[""courses.course_description"", ""courses.course_name""]","[""courses.course_description"", ""courses.course_id"", ""transcript_contents.student_course_id"", ""student_enrolment_courses.course_id"", ""student_enrolment_courses.student_course_id"", ""courses.course_name""]",True,,[],[],False,False,False,False,2840,2846.175,35.831,True,7,4,none,
spider_student_transcripts_tracking_157,student_transcripts_tracking,vector,What is the zip code of the address in the city Port Chelsea?,"[""zip code"", ""address city"", ""Port Chelsea"", ""zip""]",ai-assisted-retrieval,"[""addresses""]","[""addresses"", ""sections""]",True,"[""addresses.city"", ""addresses.zip_postcode""]","[""addresses.zip_postcode"", ""addresses.line_3"", ""addresses.line_2"", ""sections.other_details"", ""departments.other_details"", ""sections.section_id"", ""addresses.other_address_details"", ""addresses.line_1"", ""addresses.city""]",True,,[],[],False,False,False,False,3084,3089.414,32.378,True,7,4,none,
spider_student_transcripts_tracking_158,student_transcripts_tracking,vector,What is the zip code for Port Chelsea?,"[""zip code"", ""Port Chelsea"", ""zipcode"", ""address""]",ai-assisted-retrieval,"[""addresses""]","[""addresses""]",True,"[""addresses.city"", ""addresses.zip_postcode""]","[""addresses.zip_postcode"", ""addresses.other_address_details"", ""addresses.line_1"", ""addresses.line_3"", ""addresses.line_2"", ""addresses.city"", ""sections.other_details"", ""departments.other_details"", ""addresses.state_province_county""]",True,,[],[],False,False,False,False,2901,2907.081,32.691,True,7,4,none,
spider_student_transcripts_tracking_159,student_transcripts_tracking,vector,Which department offers the most number of degrees? List department name and id.,"[""department degrees"", ""department_id department_name"", ""degree count by department"", ""dept degrees""]",ai-assisted-retrieval,"[""degree_programs"", ""departments""]","[""degree_programs"", ""student_enrolment""]",False,"[""degree_programs.department_id"", ""departments.department_id"", ""departments.department_name""]","[""degree_programs.department_id"", ""degree_programs.degree_summary_name"", ""degree_programs.degree_program_id"", ""student_enrolment.degree_program_id"", ""departments.other_details"", ""departments.department_description""]",False,,[],[],False,False,False,False,3006,3012.378,32.972,True,7,4,retrieval_miss,missing expected tables in retrieval: departments
spider_student_transcripts_tracking_160,student_transcripts_tracking,vector,What is the name and id of the department with the most number of degrees ?,"[""department name id degrees"", ""dept name id count degrees"", ""department degrees count"", ""dept_id dept_name degree_count""]",ai-assisted-retrieval,"[""degree_programs"", ""departments""]","[""degree_programs""]",False,"[""degree_programs.department_id"", ""departments.department_id"", ""departments.department_name""]","[""degree_programs.department_id"", ""degree_programs.degree_summary_name"", ""degree_programs.degree_program_id"", ""degree_programs.degree_summary_description"", ""student_enrolment.degree_program_id"", ""degree_programs.other_details"", ""departments.other_details""]",False,,[],[],False,False,False,False,2848,2853.274,37.785,True,7,4,retrieval_miss,missing expected tables in retrieval: departments
spider_student_transcripts_tracking_161,student_transcripts_tracking,vector,How many departments offer any degree?,"[""departments degrees"", ""department degree count"", ""dept degree offering"", ""departments with degrees""]",ai-assisted-retrieval,"[""degree_programs""]","[""degree_programs""]",True,"[""degree_programs.department_id""]","[""degree_programs.degree_summary_name"", ""degree_programs.department_id"", ""degree_programs.degree_summary_description"", ""degree_programs.degree_program_id"", ""degree_programs.other_details"", ""student_enrolment.degree_program_id""]",True,,[],[],False,False,False,False,2950,2957.862,40.347,True,7,4,none,
spider_student_transcripts_tracking_162,student_transcripts_tracking,vector,How many different departments offer degrees?,"[""departments"", ""degrees"", ""department"", ""offer""]",ai-assisted-retrieval,"[""degree_programs""]","[""departments"", ""degree_programs"", ""semesters"", ""sections""]",True,"[""degree_programs.department_id""]","[""departments.other_details"", ""degree_programs.other_details"", ""sections.other_details"", ""degree_programs.degree_summary_description"", ""degree_programs.department_id""]",True,,[],[],False,False,False,False,2875,2882.406,37.655,True,7,4,none,
spider_student_transcripts_tracking_163,student_transcripts_tracking,vector,How many different degree names are offered?,"[""degree name"", ""degree"", ""degree_names"", ""degrees""]",ai-assisted-retrieval,"[""degree_programs""]","[""degree_programs""]",True,"[""degree_programs.degree_summary_name""]","[""degree_programs.degree_summary_name"", ""degree_programs.degree_summary_description"", ""degree_programs.other_details"", ""degree_programs.degree_program_id"", ""degree_programs.department_id"", ""student_enrolment.degree_program_id"", ""semesters.other_details"", ""courses.other_details""]",True,,[],[],False,False,False,False,2950,2957.766,37.41,True,7,4,none,
spider_student_transcripts_tracking_164,student_transcripts_tracking,vector,How many different degrees are offered?,"[""degrees"", ""degree"", ""offered degrees"", ""degree_name""]",ai-assisted-retrieval,"[""degree_programs""]","[""degree_programs""]",True,"[""degree_programs.degree_summary_name""]","[""degree_programs.other_details"", ""degree_programs.degree_summary_name"", ""degree_programs.degree_summary_description"", ""degree_programs.degree_program_id"", ""degree_programs.department_id"", ""student_enrolment.degree_program_id"", ""semesters.other_details"", ""courses.other_details""]",True,,[],[],False,False,False,False,2832,2839.282,36.025,True,7,4,none,
spider_student_transcripts_tracking_165,student_transcripts_tracking,vector,How many degrees does the engineering department offer?,"[""engineering department degrees"", ""degrees offered by department"", ""department degree count"", ""engineering degrees""]",ai-assisted-retrieval,"[""degree_programs"", ""departments""]","[""degree_programs""]",False,"[""degree_programs.department_id"", ""departments.department_id"", ""departments.department_name""]","[""degree_programs.department_id"", ""degree_programs.degree_summary_name"", ""degree_programs.degree_summary_description"", ""degree_programs.degree_program_id"", ""student_enrolment.degree_program_id"", ""degree_programs.other_details"", ""semesters.other_details""]",False,,[],[],False,False,False,False,2800,2806.402,34.117,True,7,4,retrieval_miss,missing expected tables in retrieval: departments
spider_tvshow_166,tvshow,vector,List the title of all cartoons in alphabetical order.,"[""cartoon title"", ""title alphabetical order"", ""cartoons"", ""tvshow cartoon""]",ai-assisted-retrieval,"[""cartoon""]","[""cartoon""]",True,"[""cartoon.title""]","[""cartoon.title"", ""cartoon.original_air_date"", ""cartoon.channel"", ""cartoon.directed_by"", ""cartoon.production_code"", ""tv_series.air_date"", ""tv_series.weekly_rank"", ""tv_series.rating""]",True,,[],[],False,False,False,False,2819,2822.441,19.168,True,7,4,none,
spider_tvshow_167,tvshow,vector,What are the titles of the cartoons sorted alphabetically?,"[""cartoon title"", ""titles sorted alphabetically"", ""cartoon"", ""title""]",ai-assisted-retrieval,"[""cartoon""]","[""cartoon"", ""tv_series"", ""tv_channel""]",True,"[""cartoon.title""]","[""cartoon.title"", ""tv_series.rating"", ""tv_channel.series_name"", ""tv_series.weekly_rank"", ""cartoon.production_code"", ""tv_series.air_date"", ""tv_series.share"", ""tv_series.channel""]",True,,[],[],False,False,False,False,2856,2860.038,17.625,True,7,4,none,
spider_tvshow_168,tvshow,vector,"List all cartoon directed by ""Ben Jones"".","[""cartoon"", ""director"", ""Ben Jones"", ""tv_show""]",ai-assisted-retrieval,"[""cartoon""]","[""cartoon"", ""tv_series"", ""tv_channel""]",True,"[""cartoon.ben jones"", ""cartoon.directed_by"", ""cartoon.title""]","[""tv_series.share"", ""tv_series.rating"", ""tv_series.18_49_rating_share"", ""tv_channel.hight_definition_tv"", ""tv_series.air_date"", ""tv_channel.pixel_aspect_ratio_par"", ""tv_channel.series_name"", ""tv_channel.country"", ""tv_series.viewers_m""]",False,,[],[],False,False,False,False,2658,2660.16,16.79,True,7,4,retrieval_miss,task not solved
spider_tvshow_169,tvshow,vector,What are the names of all cartoons directed by Ben Jones?,"[""cartoon"", ""director"", ""Ben Jones"", ""name""]",ai-assisted-retrieval,"[""cartoon""]","[""cartoon"", ""tv_series""]",True,"[""cartoon.ben jones"", ""cartoon.directed_by"", ""cartoon.title""]","[""cartoon.title"", ""tv_series.rating"", ""cartoon.production_code"", ""tv_series.share"", ""tv_series.18_49_rating_share"", ""cartoon.directed_by"", ""cartoon.written_by"", ""cartoon.id"", ""tv_series.air_date""]",False,,[],[],False,False,False,False,2858,2861.222,21.328,True,7,4,retrieval_miss,task not solved
spider_tvshow_170,tvshow,vector,"How many cartoons were written by ""Joseph Kuhr""?","[""cartoon"", ""written by"", ""Joseph Kuhr"", ""writer""]",ai-assisted-retrieval,"[""cartoon""]","[""cartoon""]",True,"[""cartoon.joseph kuhr"", ""cartoon.written_by""]","[""cartoon.written_by"", ""cartoon.directed_by"", ""cartoon.production_code"", ""cartoon.id"", ""cartoon.title"", ""cartoon.channel"", ""tv_series.share"", ""tv_series.18_49_rating_share"", ""tv_series.weekly_rank""]",False,,[],[],False,False,False,False,2739,2742.087,18.638,True,7,4,retrieval_miss,task not solved
spider_tvshow_171,tvshow,vector,What is the number of cartoones written by Joseph Kuhr?,"[""cartoon"", ""Joseph Kuhr"", ""writer"", ""written by""]",ai-assisted-retrieval,"[""cartoon""]","[""cartoon""]",True,"[""cartoon.joseph kuhr"", ""cartoon.written_by""]","[""cartoon.written_by"", ""cartoon.directed_by"", ""cartoon.production_code"", ""cartoon.id"", ""cartoon.title"", ""cartoon.channel"", ""tv_series.share"", ""tv_series.18_49_rating_share"", ""tv_series.weekly_rank""]",False,,[],[],False,False,False,False,2671,2674.801,19.426,True,7,4,retrieval_miss,task not solved
spider_tvshow_172,tvshow,vector,list all cartoon titles and their directors ordered by their air date,"[""cartoon title director air date"", ""cartoon director air_date"", ""titles directors broadcast_date"", ""TV show animation director""]",ai-assisted-retrieval,"[""cartoon""]","[""cartoon"", ""tv_series""]",True,"[""cartoon.directed_by"", ""cartoon.original_air_date"", ""cartoon.title""]","[""tv_series.air_date"", ""cartoon.directed_by"", ""cartoon.original_air_date"", ""tv_series.episode"", ""tv_series.viewers_m"", ""tv_series.channel"", ""cartoon.title""]",True,,[],[],False,False,False,False,2799,2802.181,19.512,True,7,4,none,
spider_tvshow_173,tvshow,vector,What is the name and directors of all the cartoons that are ordered by air date?,"[""cartoon name director air date"", ""cartoons directors air_date"", ""tvshow cartoon director order by air_date"", ""name directors cartoons""]",ai-assisted-retrieval,"[""cartoon""]","[""cartoon"", ""tv_series""]",True,"[""cartoon.directed_by"", ""cartoon.original_air_date"", ""cartoon.title""]","[""cartoon.directed_by"", ""cartoon.original_air_date"", ""tv_series.air_date"", ""cartoon.title"", ""cartoon.channel"", ""cartoon.production_code"", ""cartoon.id"", ""tv_series.viewers_m""]",True,,[],[],False,False,False,False,2773,2775.494,17.724,True,7,4,none,
spider_tvshow_174,tvshow,vector,"List the title of all cartoon directed by ""Ben Jones"" or ""Brandon Vietti"".","[""cartoon"", ""title"", ""director"", ""Ben Jones""]",ai-assisted-retrieval,"[""cartoon""]","[""cartoon"", ""tv_series""]",True,"[""cartoon.ben jones"", ""cartoon.brandon vietti"", ""cartoon.directed_by"", ""cartoon.title""]","[""cartoon.title"", ""tv_series.rating"", ""tv_series.18_49_rating_share"", ""cartoon.production_code"", ""tv_series.share"", ""tv_channel.hight_definition_tv"", ""tv_channel.series_name"", ""tv_series.air_date"", ""tv_series.viewers_m""]",False,,[],[],False,False,False,False,2847,2850.029,16.73,True,7,4,retrieval_miss,task not solved
spider_tvshow_175,tvshow,vector,What are the titles of all cartoons directed by Ben Jones or Brandon Vietti?,"[""cartoon title director"", ""titles Ben Jones Brandon Vietti"", ""shows directed_by"", ""animation director name""]",ai-assisted-retrieval,"[""cartoon""]","[""cartoon"", ""tv_series""]",True,"[""cartoon.ben jones"", ""cartoon.brandon vietti"", ""cartoon.directed_by"", ""cartoon.title""]","[""cartoon.directed_by"", ""tv_series.viewers_m"", ""tv_series.air_date"", ""tv_series.channel"", ""tv_series.id"", ""tv_channel.series_name"", ""tv_series.episode"", ""tv_series.rating"", ""tv_series.weekly_rank""]",False,,[],[],False,False,False,False,2778,2780.951,19.848,True,7,4,retrieval_miss,task not solved
spider_tvshow_176,tvshow,vector,Which country has the most of TV Channels? List the country and number of TV Channels it has.,"[""country TV channel count"", ""TVChannels country"", ""TV_Channel country"", ""number of TV channels by country""]",ai-assisted-retrieval,"[""tv_channel""]","[""tv_channel"", ""tv_series""]",True,"[""tv_channel.country""]","[""tv_channel.country"", ""tv_series.channel"", ""tv_channel.hight_definition_tv"", ""tv_channel.pay_per_view_ppv"", ""tv_channel.content"", ""tv_channel.language"", ""tv_channel.package_option""]",True,,[],[],False,False,False,False,2882,2886.002,20.803,True,7,4,none,
spider_tvshow_177,tvshow,vector,What is the country with the most number of TV Channels and how many does it have?,"[""country"", ""TV channel count"", ""TVChannels"", ""num_channels""]",ai-assisted-retrieval,"[""tv_channel""]","[""tv_channel"", ""cartoon"", ""tv_series""]",True,"[""tv_channel.country""]","[""tv_channel.country"", ""tv_channel.pay_per_view_ppv"", ""tv_channel.content"", ""tv_channel.pixel_aspect_ratio_par"", ""cartoon.channel"", ""tv_channel.package_option"", ""tv_series.18_49_rating_share""]",True,,[],[],False,False,False,False,2814,2816.582,17.923,True,7,4,none,
spider_tvshow_178,tvshow,vector,List the number of different series names and contents in the TV Channel table.,"[""TV Channel table"", ""series name"", ""content"", ""number of different""]",ai-assisted-retrieval,"[""tv_channel""]","[""tv_series"", ""tv_channel"", ""cartoon""]",True,"[""tv_channel.content"", ""tv_channel.series_name""]","[""tv_channel.content"", ""tv_series.viewers_m"", ""tv_channel.pay_per_view_ppv"", ""tv_series.share"", ""tv_channel.hight_definition_tv"", ""tv_series.id"", ""tv_series.18_49_rating_share""]",False,,[],[],False,False,False,False,2670,2672.976,16.709,True,7,4,retrieval_miss,task not solved
spider_tvshow_179,tvshow,vector,How many different series and contents are listed in the TV Channel table?,"[""TV Channel table"", ""series content count"", ""distinct series content"", ""TVChannel series content""]",ai-assisted-retrieval,"[""tv_channel""]","[""tv_channel"", ""tv_series"", ""cartoon""]",True,"[""tv_channel.content"", ""tv_channel.series_name""]","[""tv_channel.series_name"", ""tv_series.channel"", ""tv_channel.content"", ""tv_series.viewers_m"", ""tv_series.episode"", ""tv_channel.pay_per_view_ppv"", ""tv_channel.hight_definition_tv""]",True,,[],[],False,False,False,False,2704,2706.217,16.854,True,7,4,none,
spider_tvshow_180,tvshow,vector,"What is the content of TV Channel with serial name ""Sky Radio""?","[""Sky Radio"", ""TV Channel content"", ""serial name"", ""channel_content""]",ai-assisted-retrieval,"[""tv_channel""]","[""cartoon"", ""tv_series"", ""tv_channel""]",True,"[""tv_channel.content"", ""tv_channel.series_name"", ""tv_channel.sky radio""]","[""tv_series.channel"", ""tv_channel.pay_per_view_ppv"", ""cartoon.channel"", ""tv_channel.hight_definition_tv"", ""tv_series.air_date"", ""tv_channel.series_name"", ""tv_series.18_49_rating_share""]",False,,[],[],False,False,False,False,2668,2671.172,18.127,True,7,4,retrieval_miss,task not solved
spider_poker_player_181,poker_player,vector,How many poker players are there?,"[""poker players"", ""player count"", ""players"", ""poker_player""]",ai-assisted-retrieval,"[""poker_player""]","[""poker_player""]",True,[],"[""poker_player.poker_player_id"", ""poker_player.people_id"", ""poker_player.earnings"", ""poker_player.final_table_made"", ""poker_player.money_rank"", ""poker_player.best_finish"", ""people.people_id"", ""people.height""]",True,,[],[],False,True,False,False,2712,2714.132,12.8,True,7,4,none,
spider_poker_player_182,poker_player,vector,Count the number of poker players.,"[""poker player"", ""player count"", ""players"", ""poker_player""]",ai-assisted-retrieval,"[""poker_player""]","[""poker_player""]",True,[],"[""poker_player.poker_player_id"", ""poker_player.people_id"", ""poker_player.earnings"", ""poker_player.final_table_made"", ""poker_player.money_rank"", ""poker_player.best_finish"", ""people.people_id"", ""people.height""]",True,,[],[],False,True,False,False,2736,2738.282,15.324,True,7,4,none,
